Iteration, Item, Cond, Target, P_DO, P_PO
3,5,control,send,0.3957999999999998,0.6042000000000002
3,6,control,give,0.7132000000000001,0.28679999999999994
3,7,control,post,0.37700000000000006,0.6229999999999999
3,8,control,lend,0.5236,0.4764
3,9,control,show,0.32119999999999993,0.6788000000000001
3,10,control,hand,0.20199999999999962,0.7980000000000004
3,11,control,loan,0.39960000000000007,0.6003999999999999
3,12,control,sell,0.23939999999999984,0.7606000000000002
3,13,control,send,0.3732000000000001,0.6267999999999999
3,14,control,give,0.6967999999999999,0.3032000000000001
3,15,control,post,0.36319999999999975,0.6368000000000001
3,16,control,show,0.3084000000000002,0.6915999999999999
3,17,control,hand,0.1950000000000001,0.8049999999999999
3,18,control,lend,0.5422000000000001,0.4577999999999999
3,19,control,send,0.3873999999999998,0.6126000000000003
3,20,control,show,0.3160000000000001,0.6839999999999999
3,21,control,loan,0.3884000000000001,0.6115999999999998
3,22,control,give,0.6947999999999999,0.30519999999999997
3,23,control,lend,0.5348,0.4652
3,24,control,send,0.40279999999999994,0.5972000000000002
3,25,control,give,0.7056,0.2944
3,26,control,hand,0.196,0.8039999999999999
3,27,control,send,0.36160000000000025,0.6383999999999997
3,28,control,show,0.31079999999999997,0.6892
3,29,control,loan,0.3764,0.6235999999999999
3,30,control,hand,0.2221999999999999,0.7778000000000002
3,31,control,lend,0.5531999999999998,0.4468000000000001
3,32,control,send,0.3812,0.6188
4,1,control,show,0.3199999999999998,0.6800000000000002
4,2,control,hand,0.20140000000000002,0.7986
4,3,control,give,0.7041999999999998,0.2958000000000001
4,4,control,loan,0.3793999999999996,0.6206000000000004
4,5,control,send,0.3738,0.6262
4,6,control,give,0.7135999999999997,0.28640000000000027
4,7,control,post,0.3853999999999999,0.6146
4,8,control,lend,0.5308000000000005,0.46919999999999956
4,9,control,show,0.3074000000000004,0.6925999999999997
4,10,control,hand,0.22119999999999992,0.7788
4,11,control,loan,0.38800000000000023,0.6119999999999998
4,12,control,sell,0.23579999999999998,0.7642
4,13,control,send,0.37039999999999984,0.6296000000000002
4,14,control,give,0.7036000000000002,0.29639999999999983
4,15,control,post,0.38900000000000035,0.6109999999999998
4,16,control,show,0.31960000000000005,0.6803999999999999
4,17,control,hand,0.20599999999999985,0.7940000000000003
4,18,control,lend,0.537,0.46299999999999997
4,19,control,send,0.3576000000000001,0.6424
4,20,control,show,0.3457999999999997,0.6542000000000002
4,21,control,loan,0.3728,0.6272
4,22,control,give,0.6951999999999998,0.3048000000000002
4,23,control,lend,0.5365999999999997,0.46340000000000026
4,24,control,send,0.3959999999999998,0.6040000000000003
4,25,control,give,0.7111999999999997,0.2888000000000003
4,26,control,hand,0.1836000000000001,0.8164
4,27,control,send,0.40599999999999986,0.5940000000000001
4,28,control,show,0.30719999999999975,0.6928000000000002
4,29,control,loan,0.4116,0.5883999999999999
4,30,control,hand,0.1954000000000001,0.8045999999999999
4,31,control,lend,0.513,0.48700000000000004
4,32,control,send,0.39500000000000024,0.6049999999999999
5,1,control,show,0.3339999999999997,0.6660000000000003
5,2,control,hand,0.1879999999999999,0.812
5,3,control,give,0.6953999999999999,0.3046000000000001
5,4,control,loan,0.3926000000000001,0.6073999999999999
5,5,control,send,0.40880000000000016,0.5911999999999997
5,6,control,give,0.6926,0.30739999999999984
5,7,control,post,0.37680000000000025,0.6231999999999998
5,8,control,lend,0.5256,0.4744
5,9,control,show,0.30340000000000017,0.6965999999999998
5,10,control,hand,0.1939999999999999,0.806
5,11,control,loan,0.3672000000000002,0.6327999999999998
5,12,control,sell,0.23140000000000013,0.7686
5,13,control,send,0.37460000000000016,0.6253999999999997
5,14,control,give,0.7009999999999997,0.2990000000000002
5,15,control,post,0.38280000000000014,0.6172
5,16,control,show,0.3196000000000002,0.6803999999999999
5,17,control,hand,0.20080000000000006,0.7992
5,18,control,lend,0.5078000000000003,0.49219999999999986
5,19,control,send,0.38340000000000024,0.6165999999999998
5,20,control,show,0.3161999999999998,0.6838000000000003
5,21,control,loan,0.39000000000000007,0.6099999999999998
5,22,control,give,0.6913999999999997,0.30860000000000026
5,23,control,lend,0.5319999999999999,0.4680000000000002
5,24,control,send,0.38980000000000004,0.6101999999999999
5,25,control,give,0.7081999999999999,0.29180000000000006
5,26,control,hand,0.2117999999999997,0.7882000000000003
5,27,control,send,0.3865999999999997,0.6134000000000004
5,28,control,show,0.325,0.6749999999999999
5,29,control,loan,0.3905999999999997,0.6094000000000003
5,30,control,hand,0.20020000000000004,0.7997999999999998
5,31,control,lend,0.5271999999999999,0.47280000000000005
5,32,control,send,0.38519999999999976,0.6148000000000002
6,1,control,show,0.3172000000000003,0.6827999999999997
6,2,control,hand,0.19079999999999991,0.8092
6,3,control,give,0.6902000000000001,0.3098
6,4,control,loan,0.39799999999999963,0.6020000000000004
6,5,control,send,0.3779999999999999,0.6220000000000001
6,6,control,give,0.7011999999999998,0.29880000000000007
6,7,control,post,0.38959999999999995,0.6103999999999999
6,8,control,lend,0.5396000000000004,0.4603999999999996
6,9,control,show,0.3133999999999996,0.6866000000000003
6,10,control,hand,0.22599999999999973,0.7740000000000002
6,11,control,loan,0.398,0.6020000000000001
6,12,control,sell,0.2361999999999997,0.7638000000000003
6,13,control,send,0.39180000000000004,0.6081999999999999
6,14,control,give,0.6907999999999997,0.30920000000000025
6,15,control,post,0.3746000000000002,0.6253999999999997
6,16,control,show,0.29440000000000016,0.7055999999999998
6,17,control,hand,0.20060000000000008,0.7993999999999999
6,18,control,lend,0.5508000000000001,0.44919999999999993
6,19,control,send,0.40100000000000025,0.5989999999999996
6,20,control,show,0.30740000000000023,0.6925999999999999
6,21,control,loan,0.38379999999999975,0.6162000000000003
6,22,control,give,0.7084000000000003,0.29159999999999975
6,23,control,lend,0.5392,0.4608
6,24,control,send,0.39039999999999997,0.6095999999999999
6,25,control,give,0.7018000000000002,0.2981999999999998
6,26,control,hand,0.21380000000000016,0.7861999999999999
6,27,control,send,0.39579999999999993,0.6042000000000001
6,28,control,show,0.31020000000000014,0.6898
6,29,control,loan,0.4222000000000001,0.5777999999999999
6,30,control,hand,0.19939999999999983,0.8006000000000002
6,31,control,lend,0.5338000000000005,0.4661999999999996
6,32,control,send,0.3772,0.6228
7,1,control,show,0.3245999999999997,0.6754000000000002
7,2,control,hand,0.21540000000000012,0.7846
7,3,control,give,0.7118,0.28820000000000007
7,4,control,loan,0.4029999999999999,0.5970000000000002
7,5,control,send,0.37499999999999994,0.6250000000000001
7,6,control,give,0.7143999999999999,0.28559999999999997
7,7,control,post,0.3857999999999997,0.6142000000000003
7,8,control,lend,0.5424,0.45759999999999995
7,9,control,show,0.2949999999999999,0.7050000000000001
7,10,control,hand,0.19280000000000005,0.8072
7,11,control,loan,0.4076,0.5924
7,12,control,sell,0.24400000000000002,0.756
7,13,control,send,0.38679999999999987,0.6132000000000002
7,14,control,give,0.6936000000000001,0.30639999999999984
7,15,control,post,0.3672000000000002,0.6327999999999999
7,16,control,show,0.32800000000000007,0.6719999999999999
7,17,control,hand,0.18999999999999992,0.81
7,18,control,lend,0.562,0.43799999999999983
7,19,control,send,0.4051999999999998,0.5948000000000002
7,20,control,show,0.3012,0.6988
7,21,control,loan,0.3769999999999999,0.6230000000000001
7,22,control,give,0.7008,0.29919999999999997
7,23,control,lend,0.5332,0.46679999999999994
7,24,control,send,0.3897999999999998,0.6102000000000003
7,25,control,give,0.7028,0.2972000000000001
7,26,control,hand,0.18239999999999987,0.8176000000000002
7,27,control,send,0.40439999999999976,0.5956000000000004
7,28,control,show,0.30280000000000024,0.6971999999999998
7,29,control,loan,0.36819999999999997,0.6318
7,30,control,hand,0.1818000000000001,0.8182
7,31,control,lend,0.49840000000000007,0.5015999999999999
7,32,control,send,0.3685999999999997,0.6314000000000003
8,1,control,show,0.3200000000000002,0.6799999999999999
8,2,control,hand,0.18839999999999973,0.8116000000000002
8,3,control,give,0.6848000000000003,0.31519999999999954
8,4,control,loan,0.3971999999999998,0.6028000000000002
8,5,control,send,0.3928,0.6072000000000001
8,6,control,give,0.6906000000000001,0.30939999999999984
8,7,control,post,0.38820000000000005,0.6117999999999999
8,8,control,lend,0.5469999999999998,0.4530000000000001
8,9,control,show,0.30979999999999974,0.6902000000000003
8,10,control,hand,0.19419999999999996,0.8058000000000001
8,11,control,loan,0.3958000000000004,0.6041999999999996
8,12,control,sell,0.2564000000000003,0.7435999999999998
8,13,control,send,0.39099999999999985,0.6090000000000001
8,14,control,give,0.7018000000000003,0.29819999999999963
8,15,control,post,0.37240000000000023,0.6275999999999998
8,16,control,show,0.31119999999999975,0.6888000000000003
8,17,control,hand,0.20740000000000014,0.7925999999999999
8,18,control,lend,0.5323999999999999,0.4676000000000002
8,19,control,send,0.38780000000000014,0.6122
8,20,control,show,0.28039999999999987,0.7196000000000001
8,21,control,loan,0.3951999999999998,0.6048000000000001
8,22,control,give,0.7032000000000003,0.2967999999999998
8,23,control,lend,0.5252000000000001,0.4747999999999998
8,24,control,send,0.38539999999999996,0.6146
8,25,control,give,0.7021999999999999,0.2978000000000001
8,26,control,hand,0.20719999999999988,0.7928000000000001
8,27,control,send,0.38599999999999973,0.6140000000000003
8,28,control,show,0.30899999999999983,0.6910000000000002
8,29,control,loan,0.374,0.626
8,30,control,hand,0.19359999999999977,0.8064000000000002
8,31,control,lend,0.5389999999999999,0.461
8,32,control,send,0.38000000000000006,0.6199999999999999
9,1,control,show,0.3167999999999998,0.6832
9,2,control,hand,0.20819999999999975,0.7918000000000002
9,3,control,give,0.7156,0.2844000000000001
9,4,control,loan,0.39500000000000013,0.6049999999999999
9,5,control,send,0.3817999999999999,0.6182000000000002
9,6,control,give,0.6947999999999999,0.3052
9,7,control,post,0.3932,0.6067999999999999
9,8,control,lend,0.49519999999999986,0.5048000000000001
9,9,control,show,0.3128,0.6872
9,10,control,hand,0.21799999999999992,0.7820000000000001
9,11,control,loan,0.3719999999999998,0.6280000000000002
9,12,control,sell,0.23359999999999986,0.7664000000000002
9,13,control,send,0.37619999999999976,0.6238000000000002
9,14,control,give,0.6931999999999999,0.3068
9,15,control,post,0.38059999999999994,0.6194000000000001
9,16,control,show,0.31179999999999997,0.6881999999999999
9,17,control,hand,0.18599999999999972,0.8140000000000003
9,18,control,lend,0.5401999999999999,0.45980000000000004
9,19,control,send,0.3768000000000001,0.6231999999999999
9,20,control,show,0.3344000000000001,0.6656
9,21,control,loan,0.3872,0.6128
9,22,control,give,0.7118000000000001,0.28819999999999996
9,23,control,lend,0.5583999999999998,0.4416000000000002
9,24,control,send,0.3948000000000004,0.6051999999999996
9,25,control,give,0.6900000000000001,0.3099999999999999
9,26,control,hand,0.19880000000000012,0.8011999999999999
9,27,control,send,0.3754,0.6245999999999999
9,28,control,show,0.3275999999999997,0.6724000000000003
9,29,control,loan,0.3824000000000003,0.6175999999999997
9,30,control,hand,0.18299999999999994,0.817
9,31,control,lend,0.5423999999999999,0.4576000000000001
9,32,control,send,0.3804000000000001,0.6195999999999998
10,1,control,show,0.3069999999999997,0.6930000000000003
10,2,control,hand,0.2099999999999999,0.79
10,3,control,give,0.6898000000000002,0.31019999999999986
10,4,control,loan,0.4086000000000001,0.5913999999999999
10,5,control,send,0.4002,0.5998
10,6,control,give,0.7229999999999996,0.2770000000000003
10,7,control,post,0.3904,0.6095999999999999
10,8,control,lend,0.5462,0.45379999999999987
10,9,control,show,0.30680000000000013,0.6931999999999998
10,10,control,hand,0.21719999999999995,0.7828
10,11,control,loan,0.37239999999999995,0.6275999999999999
10,12,control,sell,0.2311999999999999,0.7688
10,13,control,send,0.3932000000000002,0.6067999999999998
10,14,control,give,0.6964000000000001,0.30360000000000004
10,15,control,post,0.3747999999999999,0.6252000000000002
10,16,control,show,0.3286,0.6714
10,17,control,hand,0.20859999999999987,0.7914000000000001
10,18,control,lend,0.5436000000000001,0.45639999999999986
10,19,control,send,0.38239999999999996,0.6176000000000001
10,20,control,show,0.3082,0.6918
10,21,control,loan,0.4199999999999997,0.5800000000000003
10,22,control,give,0.7072000000000003,0.29279999999999984
10,23,control,lend,0.5476000000000003,0.45239999999999975
10,24,control,send,0.40700000000000014,0.593
10,25,control,give,0.7161999999999997,0.2838000000000003
10,26,control,hand,0.22019999999999998,0.7798
10,27,control,send,0.37319999999999987,0.6268
10,28,control,show,0.3121999999999999,0.6878000000000001
10,29,control,loan,0.4092,0.5908
10,30,control,hand,0.20380000000000006,0.7962
10,31,control,lend,0.5311999999999997,0.46880000000000027
10,32,control,send,0.38280000000000003,0.6172000000000001
